,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
0,SP1,05/09/93,Ath Bilbao,Albacete,4,1,Ath Bilbao
1,SP1,05/09/93,Ath Madrid,Logrones,1,0,Ath Madrid
2,SP1,05/09/93,Barcelona,Sociedad,3,0,Barcelona
3,SP1,05/09/93,La Coruna,Celta,0,0,D
4,SP1,05/09/93,Osasuna,Real Madrid,1,4,Real Madrid
5,SP1,05/09/93,Oviedo,Valencia,0,3,Valencia
6,SP1,05/09/93,Santander,Vallecano,1,0,Santander
7,SP1,05/09/93,Tenerife,Lerida,1,0,Tenerife
8,SP1,05/09/93,Valladolid,Sp Gijon,0,1,Sp Gijon
9,SP1,05/09/93,Zaragoza,Sevilla,1,2,Sevilla
10,SP1,12/09/93,Albacete,Barcelona,0,0,D
11,SP1,12/09/93,Celta,Oviedo,1,1,D
12,SP1,12/09/93,Lerida,Ath Bilbao,1,2,Ath Bilbao
13,SP1,12/09/93,Logrones,Santander,0,1,Santander
14,SP1,12/09/93,Real Madrid,Valladolid,1,3,Valladolid
15,SP1,12/09/93,Sevilla,Osasuna,1,1,D
16,SP1,12/09/93,Sociedad,Zaragoza,2,2,D
17,SP1,12/09/93,Sp Gijon,La Coruna,0,2,La Coruna
18,SP1,12/09/93,Valencia,Ath Madrid,2,2,D
19,SP1,12/09/93,Vallecano,Tenerife,4,3,Vallecano
20,SP1,19/09/93,Ath Bilbao,Barcelona,0,0,D
21,SP1,19/09/93,Ath Madrid,Celta,3,2,Ath Madrid
22,SP1,19/09/93,La Coruna,Real Madrid,4,0,La Coruna
23,SP1,19/09/93,Lerida,Vallecano,0,1,Vallecano
24,SP1,19/09/93,Osasuna,Sociedad,0,2,Sociedad
25,SP1,19/09/93,Oviedo,Sp Gijon,0,1,Sp Gijon
26,SP1,19/09/93,Santander,Valencia,0,1,Valencia
27,SP1,19/09/93,Tenerife,Logrones,2,0,Tenerife
28,SP1,19/09/93,Valladolid,Sevilla,2,2,D
29,SP1,19/09/93,Zaragoza,Albacete,1,1,D
30,SP1,26/09/93,Albacete,Osasuna,2,1,Albacete
31,SP1,26/09/93,Barcelona,Zaragoza,4,1,Barcelona
32,SP1,26/09/93,Celta,Santander,0,0,D
33,SP1,26/09/93,Logrones,Lerida,2,1,Logrones
34,SP1,26/09/93,Real Madrid,Oviedo,0,1,Oviedo
35,SP1,26/09/93,Sevilla,La Coruna,0,0,D
36,SP1,26/09/93,Sociedad,Valladolid,1,0,Sociedad
37,SP1,26/09/93,Sp Gijon,Ath Madrid,1,1,D
38,SP1,26/09/93,Valencia,Tenerife,3,2,Valencia
39,SP1,26/09/93,Vallecano,Ath Bilbao,1,2,Ath Bilbao
40,SP1,03/10/93,Ath Bilbao,Zaragoza,2,1,Ath Bilbao
41,SP1,03/10/93,Ath Madrid,Real Madrid,0,0,D
42,SP1,03/10/93,La Coruna,Sociedad,0,1,Sociedad
43,SP1,03/10/93,Lerida,Valencia,1,1,D
44,SP1,03/10/93,Osasuna,Barcelona,2,3,Barcelona
45,SP1,03/10/93,Oviedo,Sevilla,0,2,Sevilla
46,SP1,03/10/93,Santander,Sp Gijon,2,0,Santander
47,SP1,03/10/93,Tenerife,Celta,0,0,D
48,SP1,03/10/93,Valladolid,Albacete,1,0,Valladolid
49,SP1,03/10/93,Vallecano,Logrones,3,1,Vallecano
50,SP1,06/10/93,Albacete,La Coruna,0,0,D
51,SP1,06/10/93,Barcelona,Valladolid,3,0,Barcelona
52,SP1,06/10/93,Celta,Lerida,1,0,Celta
53,SP1,06/10/93,Logrones,Ath Bilbao,4,2,Logrones
54,SP1,06/10/93,Real Madrid,Santander,2,1,Real Madrid
55,SP1,06/10/93,Sevilla,Ath Madrid,2,1,Sevilla
56,SP1,06/10/93,Sociedad,Oviedo,2,2,D
57,SP1,06/10/93,Sp Gijon,Tenerife,1,2,Tenerife
58,SP1,06/10/93,Valencia,Vallecano,3,1,Valencia
59,SP1,06/10/93,Zaragoza,Osasuna,2,1,Zaragoza
60,SP1,17/10/93,Ath Bilbao,Osasuna,1,2,Osasuna
61,SP1,17/10/93,Ath Madrid,Sociedad,1,2,Sociedad
62,SP1,17/10/93,La Coruna,Barcelona,1,0,La Coruna
63,SP1,17/10/93,Lerida,Sp Gijon,1,1,D
64,SP1,17/10/93,Logrones,Valencia,2,0,Logrones
65,SP1,17/10/93,Oviedo,Albacete,1,1,D
66,SP1,17/10/93,Santander,Sevilla,1,0,Santander
67,SP1,17/10/93,Tenerife,Real Madrid,0,0,D
68,SP1,17/10/93,Valladolid,Zaragoza,0,0,D
69,SP1,17/10/93,Vallecano,Celta,1,1,D
70,SP1,24/10/93,Albacete,Ath Madrid,2,2,D
71,SP1,24/10/93,Barcelona,Oviedo,1,0,Barcelona
72,SP1,24/10/93,Celta,Logrones,2,0,Celta
73,SP1,24/10/93,Osasuna,Valladolid,2,0,Osasuna
74,SP1,24/10/93,Real Madrid,Lerida,5,0,Real Madrid
75,SP1,24/10/93,Sevilla,Tenerife,4,0,Sevilla
76,SP1,24/10/93,Sociedad,Santander,2,0,Sociedad
77,SP1,24/10/93,Sp Gijon,Vallecano,2,0,Sp Gijon
78,SP1,24/10/93,Valencia,Ath Bilbao,1,0,Valencia
79,SP1,24/10/93,Zaragoza,La Coruna,0,1,La Coruna
80,SP1,31/10/93,Ath Bilbao,Valladolid,3,0,Ath Bilbao
81,SP1,31/10/93,Ath Madrid,Barcelona,4,3,Ath Madrid
82,SP1,31/10/93,La Coruna,Osasuna,3,1,La Coruna
83,SP1,31/10/93,Lerida,Sevilla,0,3,Sevilla
84,SP1,31/10/93,Logrones,Sp Gijon,1,2,Sp Gijon
85,SP1,31/10/93,Oviedo,Zaragoza,2,1,Oviedo
86,SP1,31/10/93,Santander,Albacete,1,1,D
87,SP1,31/10/93,Tenerife,Sociedad,2,1,Tenerife
88,SP1,31/10/93,Valencia,Celta,3,0,Valencia
89,SP1,31/10/93,Vallecano,Real Madrid,0,2,Real Madrid
90,SP1,07/11/93,Albacete,Tenerife,2,3,Tenerife
91,SP1,07/11/93,Barcelona,Santander,2,1,Barcelona
92,SP1,07/11/93,Celta,Ath Bilbao,1,1,D
93,SP1,07/11/93,Osasuna,Oviedo,2,0,Osasuna
94,SP1,07/11/93,Real Madrid,Logrones,2,1,Real Madrid
95,SP1,07/11/93,Sevilla,Vallecano,3,1,Sevilla
96,SP1,07/11/93,Sociedad,Lerida,1,3,Lerida
97,SP1,07/11/93,Sp Gijon,Valencia,2,0,Sp Gijon
98,SP1,07/11/93,Valladolid,La Coruna,0,0,D
99,SP1,07/11/93,Zaragoza,Ath Madrid,2,1,Zaragoza
100,SP1,10/11/93,Ath Bilbao,La Coruna,3,1,Ath Bilbao
101,SP1,10/11/93,Ath Madrid,Osasuna,3,0,Ath Madrid
102,SP1,10/11/93,Celta,Sp Gijon,0,2,Sp Gijon
103,SP1,10/11/93,Lerida,Albacete,0,1,Albacete
104,SP1,10/11/93,Logrones,Sevilla,1,1,D
105,SP1,10/11/93,Oviedo,Valladolid,1,0,Oviedo
106,SP1,10/11/93,Santander,Zaragoza,2,0,Santander
107,SP1,10/11/93,Tenerife,Barcelona,2,3,Barcelona
108,SP1,10/11/93,Valencia,Real Madrid,0,3,Real Madrid
109,SP1,10/11/93,Vallecano,Sociedad,4,1,Vallecano
110,SP1,21/11/93,Albacete,Vallecano,1,1,D
111,SP1,21/11/93,Barcelona,Lerida,0,1,Lerida
112,SP1,21/11/93,La Coruna,Oviedo,4,0,La Coruna
113,SP1,21/11/93,Osasuna,Santander,0,0,D
114,SP1,21/11/93,Real Madrid,Celta,2,1,Real Madrid
115,SP1,21/11/93,Sevilla,Valencia,0,1,Valencia
116,SP1,21/11/93,Sociedad,Logrones,2,2,D
117,SP1,21/11/93,Sp Gijon,Ath Bilbao,0,1,Ath Bilbao
118,SP1,21/11/93,Valladolid,Ath Madrid,1,1,D
119,SP1,21/11/93,Zaragoza,Tenerife,6,2,Zaragoza
120,SP1,28/11/93,Ath Bilbao,Oviedo,1,1,D
121,SP1,28/11/93,Ath Madrid,La Coruna,0,1,La Coruna
122,SP1,28/11/93,Celta,Sevilla,2,1,Celta
123,SP1,28/11/93,Lerida,Zaragoza,0,1,Zaragoza
124,SP1,28/11/93,Logrones,Albacete,2,2,D
125,SP1,28/11/93,Santander,Valladolid,5,1,Santander
126,SP1,28/11/93,Sp Gijon,Real Madrid,2,1,Sp Gijon
127,SP1,28/11/93,Tenerife,Osasuna,1,0,Tenerife
128,SP1,28/11/93,Valencia,Sociedad,0,0,D
129,SP1,28/11/93,Vallecano,Barcelona,2,4,Barcelona
130,SP1,05/12/93,Albacete,Valencia,3,1,Albacete
131,SP1,05/12/93,Barcelona,Logrones,2,2,D
132,SP1,05/12/93,La Coruna,Santander,1,0,La Coruna
133,SP1,05/12/93,Osasuna,Lerida,1,0,Osasuna
134,SP1,05/12/93,Oviedo,Ath Madrid,1,1,D
135,SP1,05/12/93,Real Madrid,Ath Bilbao,2,1,Real Madrid
136,SP1,05/12/93,Sevilla,Sp Gijon,1,2,Sp Gijon
137,SP1,05/12/93,Sociedad,Celta,2,1,Sociedad
138,SP1,05/12/93,Valladolid,Tenerife,2,0,Valladolid
139,SP1,05/12/93,Zaragoza,Vallecano,4,1,Zaragoza
140,SP1,12/12/93,Ath Bilbao,Ath Madrid,3,2,Ath Bilbao
141,SP1,12/12/93,Celta,Albacete,1,4,Albacete
142,SP1,12/12/93,Lerida,Valladolid,1,0,Lerida
143,SP1,12/12/93,Logrones,Zaragoza,2,2,D
144,SP1,12/12/93,Real Madrid,Sevilla,0,0,D
145,SP1,12/12/93,Santander,Oviedo,1,2,Oviedo
146,SP1,12/12/93,Sp Gijon,Sociedad,3,2,Sp Gijon
147,SP1,12/12/93,Tenerife,La Coruna,0,1,La Coruna
148,SP1,12/12/93,Valencia,Barcelona,0,4,Barcelona
149,SP1,12/12/93,Vallecano,Osasuna,1,0,Vallecano
150,SP1,19/12/93,Albacete,Sp Gijon,3,1,Albacete
151,SP1,19/12/93,Ath Madrid,Santander,4,0,Ath Madrid
152,SP1,19/12/93,Barcelona,Celta,1,0,Barcelona
153,SP1,19/12/93,La Coruna,Lerida,2,0,La Coruna
154,SP1,19/12/93,Osasuna,Logrones,1,3,Logrones
155,SP1,19/12/93,Oviedo,Tenerife,1,0,Oviedo
156,SP1,19/12/93,Sevilla,Ath Bilbao,1,3,Ath Bilbao
157,SP1,19/12/93,Sociedad,Real Madrid,2,0,Sociedad
158,SP1,19/12/93,Valladolid,Vallecano,1,3,Vallecano
159,SP1,19/12/93,Zaragoza,Valencia,1,0,Zaragoza
160,SP1,02/01/94,Ath Bilbao,Santander,1,2,Santander
161,SP1,02/01/94,Celta,Zaragoza,1,0,Celta
162,SP1,02/01/94,Lerida,Oviedo,1,1,D
163,SP1,02/01/94,Logrones,Valladolid,0,0,D
164,SP1,02/01/94,Real Madrid,Albacete,2,0,Real Madrid
165,SP1,02/01/94,Sevilla,Sociedad,1,0,Sevilla
166,SP1,02/01/94,Sp Gijon,Barcelona,2,0,Sp Gijon
167,SP1,02/01/94,Tenerife,Ath Madrid,1,1,D
168,SP1,02/01/94,Valencia,Osasuna,0,0,D
169,SP1,02/01/94,Vallecano,La Coruna,0,0,D
170,SP1,09/01/94,Albacete,Sevilla,2,2,D
171,SP1,09/01/94,Ath Bilbao,Sociedad,0,0,D
172,SP1,09/01/94,Ath Madrid,Lerida,0,0,D
173,SP1,09/01/94,Barcelona,Real Madrid,5,0,Barcelona
174,SP1,09/01/94,La Coruna,Logrones,3,0,La Coruna
175,SP1,09/01/94,Osasuna,Celta,0,1,Celta
176,SP1,09/01/94,Oviedo,Vallecano,5,0,Oviedo
177,SP1,09/01/94,Santander,Tenerife,1,0,Santander
178,SP1,09/01/94,Valladolid,Valencia,1,1,D
179,SP1,09/01/94,Zaragoza,Sp Gijon,3,0,Zaragoza
180,SP1,16/01/94,Celta,Valladolid,1,2,Valladolid
181,SP1,16/01/94,Lerida,Santander,0,0,D
182,SP1,16/01/94,Logrones,Oviedo,2,2,D
183,SP1,16/01/94,Real Madrid,Zaragoza,3,2,Real Madrid
184,SP1,16/01/94,Sevilla,Barcelona,0,0,D
185,SP1,16/01/94,Sociedad,Albacete,1,1,D
186,SP1,16/01/94,Sp Gijon,Osasuna,7,1,Sp Gijon
187,SP1,16/01/94,Tenerife,Ath Bilbao,2,1,Tenerife
188,SP1,16/01/94,Valencia,La Coruna,1,3,La Coruna
189,SP1,16/01/94,Vallecano,Ath Madrid,2,1,Vallecano
190,SP1,23/01/94,Albacete,Ath Bilbao,1,0,Albacete
191,SP1,23/01/94,Celta,La Coruna,0,0,D
192,SP1,23/01/94,Lerida,Tenerife,1,1,D
193,SP1,23/01/94,Logrones,Ath Madrid,1,0,Logrones
194,SP1,23/01/94,Real Madrid,Osasuna,0,0,D
195,SP1,23/01/94,Sevilla,Zaragoza,0,1,Zaragoza
196,SP1,23/01/94,Sociedad,Barcelona,2,1,Sociedad
197,SP1,23/01/94,Sp Gijon,Valladolid,2,0,Sp Gijon
198,SP1,23/01/94,Valencia,Oviedo,2,2,D
199,SP1,23/01/94,Vallecano,Santander,1,1,D
200,SP1,30/01/94,Ath Bilbao,Lerida,4,0,Ath Bilbao
201,SP1,30/01/94,Ath Madrid,Valencia,2,0,Ath Madrid
202,SP1,30/01/94,Barcelona,Albacete,2,1,Barcelona
203,SP1,30/01/94,La Coruna,Sp Gijon,2,1,La Coruna
204,SP1,30/01/94,Osasuna,Sevilla,0,0,D
205,SP1,30/01/94,Oviedo,Celta,1,0,Oviedo
206,SP1,30/01/94,Santander,Logrones,0,0,D
207,SP1,30/01/94,Tenerife,Vallecano,3,1,Tenerife
208,SP1,30/01/94,Valladolid,Real Madrid,0,0,D
209,SP1,30/01/94,Zaragoza,Sociedad,3,0,Zaragoza
210,SP1,06/02/94,Albacete,Zaragoza,2,1,Albacete
211,SP1,06/02/94,Barcelona,Ath Bilbao,2,3,Ath Bilbao
212,SP1,06/02/94,Celta,Ath Madrid,3,2,Celta
213,SP1,06/02/94,Logrones,Tenerife,1,2,Tenerife
214,SP1,06/02/94,Real Madrid,La Coruna,2,0,Real Madrid
215,SP1,06/02/94,Sevilla,Valladolid,3,3,D
216,SP1,06/02/94,Sociedad,Osasuna,1,0,Sociedad
217,SP1,06/02/94,Sp Gijon,Oviedo,0,0,D
218,SP1,06/02/94,Valencia,Santander,2,1,Valencia
219,SP1,06/02/94,Vallecano,Lerida,1,2,Lerida
220,SP1,13/02/94,Ath Bilbao,Vallecano,0,0,D
221,SP1,13/02/94,Ath Madrid,Sp Gijon,2,0,Ath Madrid
222,SP1,13/02/94,La Coruna,Sevilla,2,0,La Coruna
223,SP1,13/02/94,Lerida,Logrones,1,1,D
224,SP1,13/02/94,Osasuna,Albacete,3,1,Osasuna
225,SP1,13/02/94,Oviedo,Real Madrid,0,1,Real Madrid
226,SP1,13/02/94,Santander,Celta,2,1,Santander
227,SP1,13/02/94,Tenerife,Valencia,1,0,Tenerife
228,SP1,13/02/94,Valladolid,Sociedad,0,0,D
229,SP1,13/02/94,Zaragoza,Barcelona,6,3,Zaragoza
230,SP1,20/02/94,Albacete,Valladolid,1,1,D
231,SP1,20/02/94,Barcelona,Osasuna,8,1,Barcelona
232,SP1,20/02/94,Celta,Tenerife,1,0,Celta
233,SP1,20/02/94,Logrones,Vallecano,1,1,D
234,SP1,20/02/94,Real Madrid,Ath Madrid,1,0,Real Madrid
235,SP1,20/02/94,Sevilla,Oviedo,2,0,Sevilla
236,SP1,20/02/94,Sociedad,La Coruna,0,1,La Coruna
237,SP1,20/02/94,Sp Gijon,Santander,0,2,Santander
238,SP1,20/02/94,Valencia,Lerida,3,3,D
239,SP1,20/02/94,Zaragoza,Ath Bilbao,1,0,Zaragoza
240,SP1,23/02/94,Ath Bilbao,Logrones,0,0,D
241,SP1,23/02/94,Ath Madrid,Sevilla,2,4,Sevilla
242,SP1,23/02/94,La Coruna,Albacete,5,1,La Coruna
243,SP1,23/02/94,Lerida,Celta,0,0,D
244,SP1,23/02/94,Osasuna,Zaragoza,0,0,D
245,SP1,23/02/94,Oviedo,Sociedad,2,1,Oviedo
246,SP1,23/02/94,Santander,Real Madrid,1,3,Real Madrid
247,SP1,23/02/94,Tenerife,Sp Gijon,3,0,Tenerife
248,SP1,23/02/94,Valladolid,Barcelona,1,3,Barcelona
249,SP1,23/02/94,Vallecano,Valencia,1,1,D
250,SP1,27/02/94,Albacete,Oviedo,5,0,Albacete
251,SP1,27/02/94,Barcelona,La Coruna,3,0,Barcelona
252,SP1,27/02/94,Celta,Vallecano,0,0,D
253,SP1,27/02/94,Osasuna,Ath Bilbao,0,0,D
254,SP1,27/02/94,Real Madrid,Tenerife,1,1,D
255,SP1,27/02/94,Sevilla,Santander,2,1,Sevilla
256,SP1,27/02/94,Sociedad,Ath Madrid,2,1,Sociedad
257,SP1,27/02/94,Sp Gijon,Lerida,1,1,D
258,SP1,27/02/94,Valencia,Logrones,3,1,Valencia
259,SP1,27/02/94,Zaragoza,Valladolid,2,0,Zaragoza
260,SP1,06/03/94,Ath Bilbao,Valencia,2,1,Ath Bilbao
261,SP1,06/03/94,Ath Madrid,Albacete,0,0,D
262,SP1,06/03/94,La Coruna,Zaragoza,1,1,D
263,SP1,06/03/94,Lerida,Real Madrid,2,1,Lerida
264,SP1,06/03/94,Logrones,Celta,1,1,D
265,SP1,06/03/94,Oviedo,Barcelona,1,3,Barcelona
266,SP1,06/03/94,Santander,Sociedad,4,1,Santander
267,SP1,06/03/94,Tenerife,Sevilla,2,1,Tenerife
268,SP1,06/03/94,Valladolid,Osasuna,2,1,Valladolid
269,SP1,06/03/94,Vallecano,Sp Gijon,2,1,Vallecano
270,SP1,13/03/94,Albacete,Santander,3,0,Albacete
271,SP1,13/03/94,Barcelona,Ath Madrid,5,3,Barcelona
272,SP1,13/03/94,Celta,Valencia,1,2,Valencia
273,SP1,13/03/94,Osasuna,La Coruna,0,0,D
274,SP1,13/03/94,Real Madrid,Vallecano,5,2,Real Madrid
275,SP1,13/03/94,Sevilla,Lerida,2,1,Sevilla
276,SP1,13/03/94,Sociedad,Tenerife,2,1,Sociedad
277,SP1,13/03/94,Sp Gijon,Logrones,1,2,Logrones
278,SP1,13/03/94,Valladolid,Ath Bilbao,1,1,D
279,SP1,13/03/94,Zaragoza,Oviedo,2,1,Zaragoza
280,SP1,20/03/94,Ath Bilbao,Celta,2,1,Ath Bilbao
281,SP1,20/03/94,Ath Madrid,Zaragoza,0,4,Zaragoza
282,SP1,20/03/94,La Coruna,Valladolid,0,0,D
283,SP1,20/03/94,Lerida,Sociedad,1,0,Lerida
284,SP1,20/03/94,Logrones,Real Madrid,3,4,Real Madrid
285,SP1,20/03/94,Oviedo,Osasuna,1,0,Oviedo
286,SP1,20/03/94,Santander,Barcelona,1,1,D
287,SP1,20/03/94,Tenerife,Albacete,2,1,Tenerife
288,SP1,20/03/94,Valencia,Sp Gijon,1,0,Valencia
289,SP1,20/03/94,Vallecano,Sevilla,2,1,Vallecano
290,SP1,27/03/94,Albacete,Lerida,2,1,Albacete
291,SP1,27/03/94,Barcelona,Tenerife,2,1,Barcelona
292,SP1,27/03/94,La Coruna,Ath Bilbao,4,1,La Coruna
293,SP1,27/03/94,Osasuna,Ath Madrid,0,1,Ath Madrid
294,SP1,27/03/94,Real Madrid,Valencia,3,2,Real Madrid
295,SP1,27/03/94,Sevilla,Logrones,4,1,Sevilla
296,SP1,27/03/94,Sociedad,Vallecano,1,1,D
297,SP1,27/03/94,Sp Gijon,Celta,2,1,Sp Gijon
298,SP1,27/03/94,Valladolid,Oviedo,0,0,D
299,SP1,27/03/94,Zaragoza,Santander,2,0,Zaragoza
300,SP1,03/04/94,Ath Bilbao,Sp Gijon,7,0,Ath Bilbao
301,SP1,03/04/94,Ath Madrid,Valladolid,2,0,Ath Madrid
302,SP1,03/04/94,Celta,Real Madrid,3,2,Celta
303,SP1,03/04/94,Lerida,Barcelona,1,2,Barcelona
304,SP1,03/04/94,Logrones,Sociedad,2,0,Logrones
305,SP1,03/04/94,Oviedo,La Coruna,2,5,La Coruna
306,SP1,03/04/94,Santander,Osasuna,3,1,Santander
307,SP1,03/04/94,Tenerife,Zaragoza,5,3,Tenerife
308,SP1,03/04/94,Valencia,Sevilla,1,1,D
309,SP1,03/04/94,Vallecano,Albacete,0,0,D
310,SP1,06/04/94,Albacete,Logrones,2,2,D
311,SP1,06/04/94,Barcelona,Vallecano,1,0,Barcelona
312,SP1,06/04/94,La Coruna,Ath Madrid,2,1,La Coruna
313,SP1,06/04/94,Osasuna,Tenerife,1,0,Osasuna
314,SP1,06/04/94,Oviedo,Ath Bilbao,3,0,Oviedo
315,SP1,06/04/94,Real Madrid,Sp Gijon,2,2,D
316,SP1,06/04/94,Sevilla,Celta,4,1,Sevilla
317,SP1,06/04/94,Sociedad,Valencia,0,0,D
318,SP1,06/04/94,Valladolid,Santander,0,3,Santander
319,SP1,06/04/94,Zaragoza,Lerida,1,1,D
320,SP1,10/04/94,Ath Bilbao,Real Madrid,2,1,Ath Bilbao
321,SP1,10/04/94,Ath Madrid,Oviedo,0,3,Oviedo
322,SP1,10/04/94,Celta,Sociedad,3,2,Celta
323,SP1,10/04/94,Lerida,Osasuna,1,2,Osasuna
324,SP1,10/04/94,Logrones,Barcelona,0,0,D
325,SP1,10/04/94,Santander,La Coruna,0,1,La Coruna
326,SP1,10/04/94,Sp Gijon,Sevilla,0,1,Sevilla
327,SP1,10/04/94,Tenerife,Valladolid,0,2,Valladolid
328,SP1,10/04/94,Valencia,Albacete,4,0,Valencia
329,SP1,10/04/94,Vallecano,Zaragoza,1,2,Zaragoza
330,SP1,17/04/94,Albacete,Celta,0,4,Celta
331,SP1,17/04/94,Ath Madrid,Ath Bilbao,4,2,Ath Madrid
332,SP1,17/04/94,Barcelona,Valencia,3,1,Barcelona
333,SP1,17/04/94,La Coruna,Tenerife,2,0,La Coruna
334,SP1,17/04/94,Osasuna,Vallecano,1,1,D
335,SP1,17/04/94,Oviedo,Santander,3,0,Oviedo
336,SP1,17/04/94,Sevilla,Real Madrid,0,1,Real Madrid
337,SP1,17/04/94,Sociedad,Sp Gijon,0,1,Sp Gijon
338,SP1,17/04/94,Valladolid,Lerida,0,2,Lerida
339,SP1,17/04/94,Zaragoza,Logrones,1,1,D
340,SP1,24/04/94,Ath Bilbao,Sevilla,1,1,D
341,SP1,24/04/94,Celta,Barcelona,0,4,Barcelona
342,SP1,24/04/94,Lerida,La Coruna,0,0,D
343,SP1,24/04/94,Logrones,Osasuna,3,2,Logrones
344,SP1,24/04/94,Real Madrid,Sociedad,0,1,Sociedad
345,SP1,24/04/94,Santander,Ath Madrid,2,0,Santander
346,SP1,24/04/94,Sp Gijon,Albacete,1,0,Sp Gijon
347,SP1,24/04/94,Tenerife,Oviedo,2,2,D
348,SP1,24/04/94,Valencia,Zaragoza,3,0,Valencia
349,SP1,24/04/94,Vallecano,Valladolid,0,1,Valladolid
350,SP1,01/05/94,Albacete,Real Madrid,1,4,Real Madrid
351,SP1,01/05/94,Ath Madrid,Tenerife,2,0,Ath Madrid
352,SP1,01/05/94,Barcelona,Sp Gijon,4,0,Barcelona
353,SP1,01/05/94,La Coruna,Vallecano,0,0,D
354,SP1,01/05/94,Osasuna,Valencia,3,3,D
355,SP1,01/05/94,Oviedo,Lerida,0,0,D
356,SP1,01/05/94,Santander,Ath Bilbao,2,2,D
357,SP1,01/05/94,Sociedad,Sevilla,0,0,D
358,SP1,01/05/94,Valladolid,Logrones,2,0,Valladolid
359,SP1,01/05/94,Zaragoza,Celta,4,1,Zaragoza
360,SP1,08/05/94,Celta,Osasuna,4,0,Celta
361,SP1,08/05/94,Lerida,Ath Madrid,0,1,Ath Madrid
362,SP1,08/05/94,Logrones,La Coruna,0,2,La Coruna
363,SP1,08/05/94,Real Madrid,Barcelona,0,1,Barcelona
364,SP1,08/05/94,Sevilla,Albacete,2,0,Sevilla
365,SP1,08/05/94,Sociedad,Ath Bilbao,0,0,D
366,SP1,08/05/94,Sp Gijon,Zaragoza,0,3,Zaragoza
367,SP1,08/05/94,Tenerife,Santander,1,0,Tenerife
368,SP1,08/05/94,Valencia,Valladolid,5,1,Valencia
369,SP1,08/05/94,Vallecano,Oviedo,0,0,D
370,SP1,15/05/94,Albacete,Sociedad,1,1,D
371,SP1,15/05/94,Ath Bilbao,Tenerife,3,2,Ath Bilbao
372,SP1,15/05/94,Ath Madrid,Vallecano,2,0,Ath Madrid
373,SP1,15/05/94,Barcelona,Sevilla,5,2,Barcelona
374,SP1,15/05/94,La Coruna,Valencia,0,0,D
375,SP1,15/05/94,Osasuna,Sp Gijon,3,0,Osasuna
376,SP1,15/05/94,Oviedo,Logrones,1,2,Logrones
377,SP1,15/05/94,Santander,Lerida,2,1,Santander
378,SP1,15/05/94,Valladolid,Celta,0,0,D
379,SP1,15/05/94,Zaragoza,Real Madrid,4,1,Zaragoza
380,SP1,03/09/94,Sevilla,Real Madrid,1,4,Real Madrid
381,SP1,04/09/94,Albacete,Celta,1,1,D
382,SP1,04/09/94,Ath Bilbao,La Coruna,0,2,La Coruna
383,SP1,04/09/94,Ath Madrid,Valencia,2,4,Valencia
384,SP1,04/09/94,Compostela,Sociedad,0,2,Sociedad
385,SP1,04/09/94,Espanol,Oviedo,4,2,Espanol
386,SP1,04/09/94,Logrones,Betis,0,0,D
387,SP1,04/09/94,Santander,Valladolid,0,0,D
388,SP1,04/09/94,Sp Gijon,Barcelona,2,1,Sp Gijon
389,SP1,04/09/94,Zaragoza,Tenerife,2,2,D
390,SP1,10/09/94,Barcelona,Santander,2,1,Barcelona
391,SP1,10/09/94,Celta,Ath Bilbao,1,1,D
392,SP1,10/09/94,La Coruna,Sp Gijon,2,1,La Coruna
393,SP1,10/09/94,Real Madrid,Logrones,2,0,Real Madrid
394,SP1,10/09/94,Tenerife,Ath Madrid,1,0,Tenerife
395,SP1,11/09/94,Betis,Albacete,4,1,Betis
396,SP1,11/09/94,Oviedo,Compostela,2,2,D
397,SP1,11/09/94,Sociedad,Zaragoza,1,2,Zaragoza
398,SP1,11/09/94,Valencia,Sevilla,0,1,Sevilla
399,SP1,11/09/94,Valladolid,Espanol,0,4,Espanol
400,SP1,18/09/94,Albacete,Real Madrid,1,1,D
401,SP1,18/09/94,Ath Bilbao,Betis,1,0,Ath Bilbao
402,SP1,18/09/94,Ath Madrid,Sociedad,2,1,Ath Madrid
403,SP1,18/09/94,Compostela,Valladolid,1,0,Compostela
404,SP1,18/09/94,Espanol,Barcelona,0,0,D
405,SP1,18/09/94,Santander,La Coruna,1,2,La Coruna
406,SP1,18/09/94,Sevilla,Logrones,1,0,Sevilla
407,SP1,18/09/94,Sp Gijon,Celta,0,0,D
408,SP1,18/09/94,Valencia,Tenerife,2,1,Valencia
409,SP1,18/09/94,Zaragoza,Oviedo,2,1,Zaragoza
410,SP1,24/09/94,Barcelona,Compostela,4,0,Barcelona
411,SP1,24/09/94,La Coruna,Espanol,1,1,D
412,SP1,24/09/94,Real Madrid,Ath Bilbao,4,0,Real Madrid
413,SP1,24/09/94,Valladolid,Zaragoza,2,0,Valladolid
414,SP1,25/09/94,Betis,Sp Gijon,5,0,Betis
415,SP1,25/09/94,Celta,Santander,2,1,Celta
416,SP1,25/09/94,Logrones,Albacete,1,1,D
417,SP1,25/09/94,Oviedo,Ath Madrid,1,0,Oviedo
418,SP1,25/09/94,Sociedad,Valencia,0,2,Valencia
419,SP1,25/09/94,Tenerife,Sevilla,0,0,D
420,SP1,01/10/94,Compostela,La Coruna,0,1,La Coruna
421,SP1,01/10/94,Valencia,Oviedo,1,0,Valencia
