,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2751,SP1,02/04/00,Sevilla,La Coruna,1,3,La Coruna
2752,SP1,02/04/00,Vallecano,Numancia,0,0,D
2753,SP1,02/04/00,Zaragoza,Betis,1,0,Zaragoza
2754,SP1,08/04/00,La Coruna,Ath Madrid,4,1,La Coruna
2755,SP1,09/04/00,Alaves,Espanol,0,0,D
2756,SP1,09/04/00,Ath Bilbao,Vallecano,1,2,Vallecano
2757,SP1,09/04/00,Barcelona,Mallorca,0,3,Mallorca
2758,SP1,09/04/00,Betis,Santander,2,2,D
2759,SP1,09/04/00,Malaga,Sevilla,3,0,Malaga
2760,SP1,09/04/00,Numancia,Sociedad,1,2,Sociedad
2761,SP1,09/04/00,Real Madrid,Celta,1,0,Real Madrid
2762,SP1,09/04/00,Valencia,Oviedo,6,2,Valencia
2763,SP1,09/04/00,Valladolid,Zaragoza,1,1,D
2764,SP1,15/04/00,Oviedo,Barcelona,3,0,Oviedo
2765,SP1,15/04/00,Sevilla,Valencia,1,2,Valencia
2766,SP1,15/04/00,Zaragoza,Real Madrid,0,1,Real Madrid
2767,SP1,16/04/00,Ath Madrid,Malaga,2,2,D
2768,SP1,16/04/00,Celta,Numancia,0,0,D
2769,SP1,16/04/00,Espanol,Betis,3,0,Espanol
2770,SP1,16/04/00,Mallorca,Alaves,2,0,Mallorca
2771,SP1,16/04/00,Santander,Valladolid,1,1,D
2772,SP1,16/04/00,Sociedad,Ath Bilbao,4,1,Sociedad
2773,SP1,16/04/00,Vallecano,La Coruna,2,0,Vallecano
2774,SP1,22/04/00,Ath Bilbao,Celta,1,0,Ath Bilbao
2775,SP1,22/04/00,Barcelona,Sevilla,2,0,Barcelona
2776,SP1,22/04/00,Malaga,Vallecano,2,0,Malaga
2777,SP1,22/04/00,Numancia,Zaragoza,1,2,Zaragoza
2778,SP1,22/04/00,Real Madrid,Santander,2,4,Santander
2779,SP1,22/04/00,Valencia,Ath Madrid,2,0,Valencia
2780,SP1,22/04/00,Valladolid,Espanol,1,0,Valladolid
2781,SP1,23/04/00,Betis,Alaves,0,1,Alaves
2782,SP1,23/04/00,La Coruna,Sociedad,2,0,La Coruna
2783,SP1,23/04/00,Oviedo,Mallorca,0,0,D
2784,SP1,29/04/00,Ath Madrid,Barcelona,0,3,Barcelona
2785,SP1,29/04/00,Espanol,Real Madrid,0,2,Real Madrid
2786,SP1,29/04/00,Vallecano,Valencia,1,3,Valencia
2787,SP1,30/04/00,Alaves,Valladolid,1,0,Alaves
2788,SP1,30/04/00,Celta,La Coruna,2,1,Celta
2789,SP1,30/04/00,Mallorca,Betis,4,0,Mallorca
2790,SP1,30/04/00,Santander,Numancia,1,1,D
2791,SP1,30/04/00,Sevilla,Oviedo,2,3,Oviedo
2792,SP1,30/04/00,Sociedad,Malaga,2,2,D
2793,SP1,30/04/00,Zaragoza,Ath Bilbao,0,0,D
2794,SP1,06/05/00,Barcelona,Vallecano,0,2,Vallecano
2795,SP1,06/05/00,Numancia,Espanol,2,0,Numancia
2796,SP1,06/05/00,Real Madrid,Alaves,0,1,Alaves
2797,SP1,06/05/00,Valencia,Sociedad,4,0,Valencia
2798,SP1,07/05/00,Ath Bilbao,Santander,2,2,D
2799,SP1,07/05/00,La Coruna,Zaragoza,2,2,D
2800,SP1,07/05/00,Malaga,Celta,0,1,Celta
2801,SP1,07/05/00,Oviedo,Ath Madrid,2,2,D
2802,SP1,07/05/00,Sevilla,Mallorca,0,4,Mallorca
2803,SP1,07/05/00,Valladolid,Betis,0,3,Betis
2804,SP1,13/05/00,Ath Madrid,Sevilla,1,1,D
2805,SP1,14/05/00,Alaves,Numancia,2,2,D
2806,SP1,14/05/00,Betis,Real Madrid,0,2,Real Madrid
2807,SP1,14/05/00,Celta,Valencia,0,0,D
2808,SP1,14/05/00,Espanol,Ath Bilbao,0,0,D
2809,SP1,14/05/00,Santander,La Coruna,0,0,D
2810,SP1,14/05/00,Sociedad,Barcelona,0,0,D
2811,SP1,14/05/00,Valladolid,Mallorca,2,1,Valladolid
2812,SP1,14/05/00,Vallecano,Oviedo,1,2,Oviedo
2813,SP1,14/05/00,Zaragoza,Malaga,3,2,Zaragoza
2814,SP1,19/05/00,Ath Bilbao,Alaves,2,1,Ath Bilbao
2815,SP1,19/05/00,Barcelona,Celta,2,2,D
2816,SP1,19/05/00,La Coruna,Espanol,2,0,La Coruna
2817,SP1,19/05/00,Mallorca,Ath Madrid,1,2,Ath Madrid
2818,SP1,19/05/00,Real Madrid,Valladolid,0,1,Valladolid
2819,SP1,19/05/00,Sevilla,Vallecano,2,3,Vallecano
2820,SP1,19/05/00,Valencia,Zaragoza,2,1,Valencia
2821,SP1,20/05/00,Malaga,Santander,0,0,D
2822,SP1,20/05/00,Numancia,Betis,1,2,Betis
2823,SP1,20/05/00,Oviedo,Sociedad,0,1,Sociedad
2824,SP1,09/09/00,Barcelona,Malaga,2,1,Barcelona
2825,SP1,09/09/00,La Coruna,Ath Bilbao,2,0,La Coruna
2826,SP1,09/09/00,Real Madrid,Valencia,2,1,Real Madrid
2827,SP1,09/09/00,Sociedad,Santander,2,2,D
2828,SP1,09/09/00,Zaragoza,Espanol,1,2,Espanol
2829,SP1,10/09/00,Las Palmas,Alaves,0,3,Alaves
2830,SP1,10/09/00,Mallorca,Valladolid,1,1,D
2831,SP1,10/09/00,Numancia,Oviedo,1,0,Numancia
2832,SP1,10/09/00,Osasuna,Celta,0,2,Celta
2833,SP1,10/09/00,Villarreal,Vallecano,1,5,Vallecano
2834,SP1,16/09/00,Ath Bilbao,Barcelona,3,1,Ath Bilbao
2835,SP1,16/09/00,Malaga,Real Madrid,3,3,D
2836,SP1,16/09/00,Santander,La Coruna,0,3,La Coruna
2837,SP1,16/09/00,Valencia,Mallorca,4,0,Valencia
2838,SP1,16/09/00,Valladolid,Numancia,2,0,Valladolid
2839,SP1,17/09/00,Alaves,Villarreal,0,1,Villarreal
2840,SP1,17/09/00,Celta,Sociedad,4,1,Celta
2841,SP1,17/09/00,Espanol,Osasuna,1,2,Osasuna
2842,SP1,17/09/00,Oviedo,Las Palmas,2,2,D
2843,SP1,17/09/00,Vallecano,Zaragoza,0,0,D
2844,SP1,23/09/00,Barcelona,Santander,3,1,Barcelona
2845,SP1,23/09/00,Las Palmas,Valladolid,1,1,D
2846,SP1,23/09/00,Real Madrid,Ath Bilbao,4,1,Real Madrid
2847,SP1,23/09/00,Sociedad,La Coruna,1,1,D
2848,SP1,23/09/00,Zaragoza,Alaves,2,2,D
2849,SP1,24/09/00,Celta,Espanol,1,0,Celta
2850,SP1,24/09/00,Mallorca,Malaga,0,1,Malaga
2851,SP1,24/09/00,Numancia,Valencia,0,3,Valencia
2852,SP1,24/09/00,Osasuna,Vallecano,2,2,D
2853,SP1,24/09/00,Villarreal,Oviedo,1,0,Villarreal
2854,SP1,30/09/00,Santander,Real Madrid,0,0,D
2855,SP1,01/10/00,Alaves,Osasuna,2,0,Alaves
2856,SP1,01/10/00,Ath Bilbao,Mallorca,2,1,Ath Bilbao
2857,SP1,01/10/00,La Coruna,Barcelona,2,0,La Coruna
2858,SP1,01/10/00,Malaga,Numancia,1,3,Numancia
2859,SP1,01/10/00,Oviedo,Zaragoza,2,1,Oviedo
2860,SP1,01/10/00,Vallecano,Celta,3,0,Vallecano
2861,SP1,01/10/00,Valencia,Las Palmas,5,1,Valencia
2862,SP1,01/10/00,Valladolid,Villarreal,0,0,D
2863,SP1,14/10/00,Espanol,Vallecano,0,0,D
2864,SP1,14/10/00,Las Palmas,Malaga,2,1,Las Palmas
2865,SP1,14/10/00,Real Madrid,La Coruna,3,0,Real Madrid
2866,SP1,14/10/00,Sociedad,Barcelona,0,6,Barcelona
2867,SP1,14/10/00,Villarreal,Valencia,1,1,D
2868,SP1,15/10/00,Celta,Alaves,1,1,D
2869,SP1,15/10/00,Mallorca,Santander,2,1,Mallorca
2870,SP1,15/10/00,Numancia,Ath Bilbao,0,0,D
2871,SP1,15/10/00,Osasuna,Oviedo,0,0,D
2872,SP1,15/10/00,Zaragoza,Valladolid,0,0,D
2873,SP1,18/10/00,Espanol,Sociedad,1,2,Sociedad
2874,SP1,21/10/00,Barcelona,Real Madrid,2,0,Barcelona
2875,SP1,21/10/00,La Coruna,Mallorca,1,1,D
2876,SP1,21/10/00,Valencia,Zaragoza,1,0,Valencia
2877,SP1,22/10/00,Alaves,Espanol,1,0,Alaves
2878,SP1,22/10/00,Ath Bilbao,Las Palmas,0,3,Las Palmas
2879,SP1,22/10/00,Malaga,Villarreal,2,1,Malaga
2880,SP1,22/10/00,Oviedo,Celta,3,1,Oviedo
2881,SP1,22/10/00,Vallecano,Sociedad,4,1,Vallecano
2882,SP1,22/10/00,Santander,Numancia,4,2,Santander
2883,SP1,22/10/00,Valladolid,Osasuna,1,1,D
2884,SP1,28/10/00,Las Palmas,Santander,2,1,Las Palmas
2885,SP1,28/10/00,Mallorca,Barcelona,2,0,Mallorca
2886,SP1,28/10/00,Numancia,La Coruna,1,2,La Coruna
2887,SP1,28/10/00,Villarreal,Ath Bilbao,0,0,D
2888,SP1,28/10/00,Zaragoza,Malaga,1,1,D
2889,SP1,29/10/00,Celta,Valladolid,2,1,Celta
2890,SP1,29/10/00,Espanol,Oviedo,2,0,Espanol
2891,SP1,29/10/00,Osasuna,Valencia,1,2,Valencia
2892,SP1,29/10/00,Sociedad,Real Madrid,1,4,Real Madrid
2893,SP1,29/10/00,Vallecano,Alaves,0,1,Alaves
2894,SP1,31/10/00,La Coruna,Las Palmas,4,0,La Coruna
2895,SP1,01/11/00,Alaves,Sociedad,0,1,Sociedad
2896,SP1,01/11/00,Ath Bilbao,Zaragoza,1,2,Zaragoza
2897,SP1,01/11/00,Barcelona,Numancia,1,1,D
2898,SP1,01/11/00,Malaga,Osasuna,3,1,Malaga
2899,SP1,01/11/00,Oviedo,Vallecano,4,1,Oviedo
2900,SP1,01/11/00,Real Madrid,Mallorca,0,2,Mallorca
2901,SP1,01/11/00,Santander,Villarreal,3,1,Santander
2902,SP1,01/11/00,Valencia,Celta,1,0,Valencia
2903,SP1,01/11/00,Valladolid,Espanol,1,1,D
2904,SP1,04/11/00,Celta,Malaga,1,0,Celta
2905,SP1,04/11/00,Espanol,Valencia,1,0,Espanol
2906,SP1,04/11/00,Las Palmas,Barcelona,0,1,Barcelona
2907,SP1,04/11/00,Numancia,Real Madrid,3,1,Numancia
2908,SP1,04/11/00,Villarreal,La Coruna,3,2,Villarreal
2909,SP1,05/11/00,Alaves,Oviedo,4,0,Alaves
2910,SP1,05/11/00,Osasuna,Ath Bilbao,1,1,D
2911,SP1,05/11/00,Sociedad,Mallorca,0,1,Mallorca
2912,SP1,05/11/00,Vallecano,Valladolid,2,1,Vallecano
2913,SP1,05/11/00,Zaragoza,Santander,2,0,Zaragoza
2914,SP1,11/11/00,La Coruna,Zaragoza,2,0,La Coruna
2915,SP1,12/11/00,Ath Bilbao,Celta,2,1,Ath Bilbao
2916,SP1,12/11/00,Barcelona,Villarreal,1,2,Villarreal
2917,SP1,12/11/00,Malaga,Espanol,0,0,D
2918,SP1,12/11/00,Mallorca,Numancia,2,1,Mallorca
2919,SP1,12/11/00,Oviedo,Sociedad,1,0,Oviedo
2920,SP1,12/11/00,Real Madrid,Las Palmas,5,1,Real Madrid
2921,SP1,12/11/00,Santander,Osasuna,0,0,D
2922,SP1,12/11/00,Valencia,Vallecano,2,2,D
2923,SP1,12/11/00,Valladolid,Alaves,2,1,Valladolid
2924,SP1,18/11/00,Alaves,Valencia,1,1,D
2925,SP1,18/11/00,Las Palmas,Mallorca,1,0,Las Palmas
2926,SP1,18/11/00,Osasuna,La Coruna,1,1,D
2927,SP1,18/11/00,Villarreal,Real Madrid,0,1,Real Madrid
2928,SP1,19/11/00,Celta,Santander,1,1,D
2929,SP1,19/11/00,Espanol,Ath Bilbao,2,1,Espanol
2930,SP1,19/11/00,Oviedo,Valladolid,4,1,Oviedo
2931,SP1,19/11/00,Sociedad,Numancia,4,1,Sociedad
2932,SP1,19/11/00,Vallecano,Malaga,4,2,Vallecano
2933,SP1,19/11/00,Zaragoza,Barcelona,3,1,Zaragoza
2934,SP1,25/11/00,Mallorca,Villarreal,2,1,Mallorca
2935,SP1,26/11/00,Ath Bilbao,Vallecano,4,2,Ath Bilbao
2936,SP1,26/11/00,Barcelona,Osasuna,2,0,Barcelona
2937,SP1,26/11/00,La Coruna,Celta,1,0,La Coruna
2938,SP1,26/11/00,Malaga,Alaves,3,1,Malaga
2939,SP1,26/11/00,Numancia,Las Palmas,0,1,Las Palmas
2940,SP1,26/11/00,Santander,Espanol,1,2,Espanol
2941,SP1,26/11/00,Valencia,Oviedo,2,0,Valencia
2942,SP1,26/11/00,Valladolid,Sociedad,2,1,Valladolid
2943,SP1,02/12/00,Celta,Barcelona,3,3,D
2944,SP1,02/12/00,Espanol,La Coruna,0,2,La Coruna
2945,SP1,02/12/00,Osasuna,Real Madrid,2,3,Real Madrid
2946,SP1,02/12/00,Vallecano,Santander,4,1,Vallecano
2947,SP1,02/12/00,Valladolid,Valencia,0,0,D
2948,SP1,03/12/00,Alaves,Ath Bilbao,2,1,Alaves
2949,SP1,03/12/00,Oviedo,Malaga,3,2,Oviedo
2950,SP1,03/12/00,Sociedad,Las Palmas,1,1,D
2951,SP1,03/12/00,Villarreal,Numancia,0,0,D
2952,SP1,03/12/00,Zaragoza,Mallorca,1,1,D
2953,SP1,09/12/00,Las Palmas,Villarreal,1,5,Villarreal
2954,SP1,09/12/00,Numancia,Zaragoza,1,1,D
2955,SP1,09/12/00,Valencia,Sociedad,2,0,Valencia
2956,SP1,10/12/00,Ath Bilbao,Oviedo,4,0,Ath Bilbao
2957,SP1,10/12/00,Barcelona,Espanol,4,2,Barcelona
2958,SP1,10/12/00,La Coruna,Vallecano,1,1,D
2959,SP1,10/12/00,Malaga,Valladolid,3,1,Malaga
2960,SP1,10/12/00,Mallorca,Osasuna,1,1,D
2961,SP1,10/12/00,Real Madrid,Celta,3,0,Real Madrid
2962,SP1,10/12/00,Santander,Alaves,2,1,Santander
2963,SP1,16/12/00,Alaves,La Coruna,3,1,Alaves
2964,SP1,16/12/00,Espanol,Real Madrid,1,2,Real Madrid
2965,SP1,16/12/00,Sociedad,Villarreal,0,2,Villarreal
2966,SP1,16/12/00,Vallecano,Barcelona,2,2,D
2967,SP1,16/12/00,Zaragoza,Las Palmas,3,1,Zaragoza
2968,SP1,17/12/00,Celta,Mallorca,2,2,D
2969,SP1,17/12/00,Osasuna,Numancia,2,0,Osasuna
2970,SP1,17/12/00,Oviedo,Santander,1,0,Oviedo
2971,SP1,17/12/00,Valencia,Malaga,2,0,Valencia
2972,SP1,17/12/00,Valladolid,Ath Bilbao,0,0,D
2973,SP1,19/12/00,Real Madrid,Vallecano,3,1,Real Madrid
2974,SP1,20/12/00,Ath Bilbao,Valencia,1,1,D
2975,SP1,20/12/00,Barcelona,Alaves,3,2,Barcelona
2976,SP1,20/12/00,La Coruna,Oviedo,3,0,La Coruna
2977,SP1,20/12/00,Las Palmas,Osasuna,3,2,Las Palmas
2978,SP1,20/12/00,Malaga,Sociedad,3,0,Malaga
2979,SP1,20/12/00,Mallorca,Espanol,3,2,Mallorca
2980,SP1,20/12/00,Numancia,Celta,4,2,Numancia
2981,SP1,20/12/00,Santander,Valladolid,2,2,D
2982,SP1,20/12/00,Villarreal,Zaragoza,1,1,D
2983,SP1,06/01/01,Malaga,Ath Bilbao,2,1,Malaga
2984,SP1,07/01/01,Alaves,Real Madrid,1,3,Real Madrid
2985,SP1,07/01/01,Celta,Las Palmas,0,1,Las Palmas
2986,SP1,07/01/01,Espanol,Numancia,2,0,Espanol
2987,SP1,07/01/01,Osasuna,Villarreal,1,0,Osasuna
2988,SP1,07/01/01,Oviedo,Barcelona,2,3,Barcelona
2989,SP1,07/01/01,Sociedad,Zaragoza,1,1,D
2990,SP1,07/01/01,Vallecano,Mallorca,2,2,D
2991,SP1,07/01/01,Valencia,Santander,1,0,Valencia
2992,SP1,07/01/01,Valladolid,La Coruna,3,1,Valladolid
2993,SP1,13/01/01,Barcelona,Valladolid,3,1,Barcelona
2994,SP1,13/01/01,La Coruna,Valencia,2,0,La Coruna
2995,SP1,14/01/01,Las Palmas,Espanol,1,0,Las Palmas
2996,SP1,14/01/01,Mallorca,Alaves,4,3,Mallorca
2997,SP1,14/01/01,Numancia,Vallecano,0,2,Vallecano
2998,SP1,14/01/01,Real Madrid,Oviedo,4,0,Real Madrid
2999,SP1,14/01/01,Sociedad,Ath Bilbao,0,2,Ath Bilbao
3000,SP1,14/01/01,Santander,Malaga,0,1,Malaga
3001,SP1,14/01/01,Villarreal,Celta,2,0,Villarreal
3002,SP1,14/01/01,Zaragoza,Osasuna,4,2,Zaragoza
3003,SP1,20/01/01,Valencia,Barcelona,0,1,Barcelona
3004,SP1,21/01/01,Alaves,Numancia,0,2,Numancia
3005,SP1,21/01/01,Ath Bilbao,Santander,3,1,Ath Bilbao
3006,SP1,21/01/01,Celta,Zaragoza,1,1,D
3007,SP1,21/01/01,Espanol,Villarreal,2,1,Espanol
3008,SP1,21/01/01,Malaga,La Coruna,1,3,La Coruna
3009,SP1,21/01/01,Osasuna,Sociedad,1,1,D
3010,SP1,21/01/01,Oviedo,Mallorca,1,1,D
3011,SP1,21/01/01,Vallecano,Las Palmas,1,1,D
3012,SP1,21/01/01,Valladolid,Real Madrid,2,2,D
3013,SP1,24/01/01,Real Madrid,Zaragoza,3,0,Real Madrid
3014,SP1,27/01/01,Ath Bilbao,La Coruna,2,2,D
3015,SP1,27/01/01,Espanol,Zaragoza,5,0,Espanol
3016,SP1,27/01/01,Malaga,Barcelona,0,0,D
3017,SP1,28/01/01,Alaves,Las Palmas,1,0,Alaves
3018,SP1,28/01/01,Celta,Osasuna,1,0,Celta
3019,SP1,28/01/01,Oviedo,Numancia,3,0,Oviedo
3020,SP1,28/01/01,Vallecano,Villarreal,0,1,Villarreal
3021,SP1,28/01/01,Santander,Sociedad,1,4,Sociedad
3022,SP1,28/01/01,Valencia,Real Madrid,0,1,Real Madrid
3023,SP1,28/01/01,Valladolid,Mallorca,2,0,Valladolid
3024,SP1,03/02/01,Barcelona,Ath Bilbao,7,0,Barcelona
3025,SP1,04/02/01,La Coruna,Santander,2,1,La Coruna
3026,SP1,04/02/01,Las Palmas,Oviedo,1,0,Las Palmas
3027,SP1,04/02/01,Mallorca,Valencia,2,2,D
3028,SP1,04/02/01,Numancia,Valladolid,0,0,D
3029,SP1,04/02/01,Osasuna,Espanol,1,3,Espanol
3030,SP1,04/02/01,Real Madrid,Malaga,4,3,Real Madrid
3031,SP1,04/02/01,Sociedad,Celta,2,2,D
3032,SP1,04/02/01,Villarreal,Alaves,2,0,Villarreal
3033,SP1,04/02/01,Zaragoza,Vallecano,6,1,Zaragoza
3034,SP1,10/02/01,Ath Bilbao,Real Madrid,1,0,Ath Bilbao
3035,SP1,10/02/01,La Coruna,Sociedad,4,1,La Coruna
3036,SP1,10/02/01,Espanol,Celta,0,1,Celta
3037,SP1,10/02/01,Vallecano,Osasuna,2,1,Vallecano
3038,SP1,10/02/01,Valencia,Numancia,3,0,Valencia
3039,SP1,11/02/01,Alaves,Zaragoza,1,0,Alaves
3040,SP1,11/02/01,Malaga,Mallorca,0,1,Mallorca
3041,SP1,11/02/01,Oviedo,Villarreal,1,3,Villarreal
3042,SP1,11/02/01,Santander,Barcelona,4,0,Santander
3043,SP1,11/02/01,Valladolid,Las Palmas,1,0,Valladolid
3044,SP1,17/02/01,Barcelona,La Coruna,2,3,La Coruna
3045,SP1,17/02/01,Las Palmas,Valencia,0,2,Valencia
3046,SP1,17/02/01,Real Madrid,Santander,1,0,Real Madrid
3047,SP1,18/02/01,Celta,Vallecano,1,1,D
3048,SP1,18/02/01,Mallorca,Ath Bilbao,1,0,Mallorca
3049,SP1,18/02/01,Numancia,Malaga,3,2,Numancia
3050,SP1,18/02/01,Osasuna,Alaves,0,1,Alaves
3051,SP1,18/02/01,Sociedad,Espanol,2,1,Sociedad
3052,SP1,18/02/01,Villarreal,Valladolid,2,1,Villarreal
3053,SP1,18/02/01,Zaragoza,Oviedo,5,2,Zaragoza
3054,SP1,24/02/01,La Coruna,Real Madrid,2,2,D
3055,SP1,25/02/01,Alaves,Celta,2,2,D
3056,SP1,25/02/01,Ath Bilbao,Numancia,3,1,Ath Bilbao
3057,SP1,25/02/01,Barcelona,Sociedad,3,0,Barcelona
3058,SP1,25/02/01,Malaga,Las Palmas,2,1,Malaga
3059,SP1,25/02/01,Oviedo,Osasuna,2,3,Osasuna
3060,SP1,25/02/01,Vallecano,Espanol,1,1,D
3061,SP1,25/02/01,Santander,Mallorca,2,1,Santander
3062,SP1,25/02/01,Valencia,Villarreal,3,1,Valencia
3063,SP1,25/02/01,Valladolid,Zaragoza,2,0,Valladolid
3064,SP1,03/03/01,Mallorca,La Coruna,2,1,Mallorca
3065,SP1,03/03/01,Real Madrid,Barcelona,2,2,D
3066,SP1,03/03/01,Sociedad,Vallecano,2,0,Sociedad
3067,SP1,03/03/01,Zaragoza,Valencia,1,1,D
3068,SP1,04/03/01,Celta,Oviedo,1,0,Celta
3069,SP1,04/03/01,Espanol,Alaves,0,0,D
3070,SP1,04/03/01,Las Palmas,Ath Bilbao,0,0,D
3071,SP1,04/03/01,Numancia,Santander,1,0,Numancia
3072,SP1,04/03/01,Osasuna,Valladolid,2,1,Osasuna
3073,SP1,04/03/01,Villarreal,Malaga,1,2,Malaga
3074,SP1,10/03/01,Ath Bilbao,Villarreal,1,1,D
3075,SP1,10/03/01,La Coruna,Numancia,4,1,La Coruna
3076,SP1,10/03/01,Valencia,Osasuna,1,0,Valencia
3077,SP1,11/03/01,Alaves,Vallecano,4,2,Alaves
3078,SP1,11/03/01,Barcelona,Mallorca,1,1,D
3079,SP1,11/03/01,Malaga,Zaragoza,2,0,Malaga
3080,SP1,11/03/01,Oviedo,Espanol,2,2,D
3081,SP1,11/03/01,Real Madrid,Sociedad,4,0,Real Madrid
3082,SP1,11/03/01,Santander,Las Palmas,2,1,Santander
3083,SP1,11/03/01,Valladolid,Celta,1,2,Celta
3084,SP1,17/03/01,Las Palmas,La Coruna,2,0,Las Palmas
3085,SP1,18/03/01,Celta,Valencia,3,2,Celta
3086,SP1,18/03/01,Espanol,Valladolid,1,0,Espanol
3087,SP1,18/03/01,Mallorca,Real Madrid,1,0,Mallorca
3088,SP1,18/03/01,Numancia,Barcelona,1,1,D
3089,SP1,18/03/01,Osasuna,Malaga,3,3,D
3090,SP1,18/03/01,Sociedad,Alaves,1,1,D
3091,SP1,18/03/01,Vallecano,Oviedo,0,2,Oviedo
3092,SP1,18/03/01,Villarreal,Santander,4,2,Villarreal
3093,SP1,18/03/01,Zaragoza,Ath Bilbao,2,2,D
3094,SP1,31/03/01,La Coruna,Villarreal,4,2,La Coruna
3095,SP1,31/03/01,Malaga,Celta,1,4,Celta
3096,SP1,31/03/01,Real Madrid,Numancia,1,0,Real Madrid
3097,SP1,31/03/01,Valencia,Espanol,0,1,Espanol
3098,SP1,01/04/01,Ath Bilbao,Osasuna,0,1,Osasuna
3099,SP1,01/04/01,Barcelona,Las Palmas,4,1,Barcelona
3100,SP1,01/04/01,Mallorca,Sociedad,1,1,D
3101,SP1,01/04/01,Oviedo,Alaves,3,3,D
3102,SP1,01/04/01,Santander,Zaragoza,2,1,Santander
3103,SP1,01/04/01,Valladolid,Vallecano,1,3,Vallecano
3104,SP1,07/04/01,Vallecano,Valencia,1,4,Valencia
3105,SP1,08/04/01,Alaves,Valladolid,4,2,Alaves
3106,SP1,08/04/01,Celta,Ath Bilbao,2,1,Celta
3107,SP1,08/04/01,Espanol,Malaga,1,2,Malaga
3108,SP1,08/04/01,Las Palmas,Real Madrid,0,1,Real Madrid
3109,SP1,08/04/01,Numancia,Mallorca,0,2,Mallorca
3110,SP1,08/04/01,Osasuna,Santander,1,1,D
3111,SP1,08/04/01,Sociedad,Oviedo,3,0,Sociedad
3112,SP1,08/04/01,Villarreal,Barcelona,4,4,D
3113,SP1,08/04/01,Zaragoza,La Coruna,2,1,Zaragoza
3114,SP1,14/04/01,Barcelona,Zaragoza,4,4,D
3115,SP1,14/04/01,La Coruna,Osasuna,2,1,La Coruna
3116,SP1,14/04/01,Real Madrid,Villarreal,4,0,Real Madrid
3117,SP1,14/04/01,Valencia,Alaves,1,2,Alaves
3118,SP1,15/04/01,Ath Bilbao,Espanol,0,1,Espanol
3119,SP1,15/04/01,Malaga,Vallecano,1,1,D
3120,SP1,15/04/01,Mallorca,Las Palmas,2,1,Mallorca
3121,SP1,15/04/01,Numancia,Sociedad,3,3,D
3122,SP1,15/04/01,Santander,Celta,3,0,Santander
3123,SP1,15/04/01,Valladolid,Oviedo,1,0,Valladolid
3124,SP1,21/04/01,Celta,La Coruna,2,1,Celta
3125,SP1,22/04/01,Alaves,Malaga,1,2,Malaga
3126,SP1,22/04/01,Espanol,Santander,3,0,Espanol
3127,SP1,22/04/01,Las Palmas,Numancia,1,1,D
3128,SP1,22/04/01,Osasuna,Barcelona,3,1,Osasuna
3129,SP1,22/04/01,Oviedo,Valencia,0,0,D
3130,SP1,22/04/01,Sociedad,Valladolid,3,1,Sociedad
3131,SP1,22/04/01,Vallecano,Ath Bilbao,1,2,Ath Bilbao
3132,SP1,22/04/01,Villarreal,Mallorca,2,2,D
3133,SP1,22/04/01,Zaragoza,Real Madrid,2,3,Real Madrid
3134,SP1,28/04/01,Real Madrid,Osasuna,1,1,D
3135,SP1,28/04/01,Valencia,Valladolid,1,0,Valencia
3136,SP1,29/04/01,Ath Bilbao,Alaves,2,0,Ath Bilbao
3137,SP1,29/04/01,Barcelona,Celta,1,1,D
3138,SP1,29/04/01,La Coruna,Espanol,1,0,La Coruna
3139,SP1,29/04/01,Las Palmas,Sociedad,2,1,Las Palmas
3140,SP1,29/04/01,Malaga,Oviedo,2,2,D
3141,SP1,29/04/01,Mallorca,Zaragoza,2,1,Mallorca
3142,SP1,29/04/01,Numancia,Villarreal,1,3,Villarreal
3143,SP1,29/04/01,Santander,Vallecano,1,1,D
3144,SP1,05/05/01,Celta,Real Madrid,3,0,Celta
3145,SP1,05/05/01,Espanol,Barcelona,0,0,D
3146,SP1,05/05/01,Sociedad,Valencia,1,2,Valencia
3147,SP1,06/05/01,Alaves,Santander,5,1,Alaves
3148,SP1,06/05/01,Osasuna,Mallorca,1,0,Osasuna
3149,SP1,06/05/01,Oviedo,Ath Bilbao,5,0,Oviedo
3150,SP1,06/05/01,Vallecano,La Coruna,1,1,D
3151,SP1,06/05/01,Valladolid,Malaga,0,0,D
3152,SP1,06/05/01,Villarreal,Las Palmas,2,1,Villarreal
3153,SP1,06/05/01,Zaragoza,Numancia,3,1,Zaragoza
3154,SP1,11/05/01,La Coruna,Alaves,2,1,La Coruna
3155,SP1,12/05/01,Villarreal,Sociedad,1,3,Sociedad
3156,SP1,13/05/01,Ath Bilbao,Valladolid,1,1,D
3157,SP1,13/05/01,Barcelona,Vallecano,5,1,Barcelona
3158,SP1,13/05/01,Las Palmas,Zaragoza,2,1,Las Palmas
3159,SP1,13/05/01,Malaga,Valencia,3,0,Malaga
3160,SP1,13/05/01,Mallorca,Celta,2,0,Mallorca
3161,SP1,13/05/01,Numancia,Osasuna,1,0,Numancia
3162,SP1,13/05/01,Real Madrid,Espanol,2,2,D
3163,SP1,13/05/01,Santander,Oviedo,2,0,Santander
3164,SP1,18/05/01,Valencia,Ath Bilbao,1,0,Valencia
3165,SP1,19/05/01,Alaves,Barcelona,0,1,Barcelona
3166,SP1,20/05/01,Celta,Numancia,1,1,D
3167,SP1,20/05/01,Espanol,Mallorca,0,1,Mallorca
